index	query	fraction	rep	answer	total	result_len	answer_len	type	nbin_dist	nbin_angle	tp	tn	fp	fn	precision	recall	accuracy	f1_score
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	10	result/homeo_answer	344850	2070	269	PDBTrRosetta	16	4	4	342515	2066	265	0.0019	0.0149	0.9932	0.0034
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	13	result/homeo_answer	344850	1405	269	PDBTrRosetta	16	4	4	343180	1401	265	0.0028	0.0149	0.9952	0.0048
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	11	result/homeo_answer	344850	1954	269	PDBTrRosetta	16	4	4	342631	1950	265	0.0020	0.0149	0.9936	0.0036
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1	0.1	1	result/homeo_answer	344850	199721	269	PDBTrRosetta	16	4	196	145056	199525	73	0.0010	0.7286	0.4212	0.0020
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1	0.2	2	result/homeo_answer	344850	219412	269	PDBTrRosetta	16	4	242	125411	219170	27	0.0011	0.8996	0.3644	0.0022
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1	0.2	0	result/homeo_answer	344850	210371	269	PDBTrRosetta	16	4	202	134412	210169	67	0.0010	0.7509	0.3904	0.0019
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	14	result/homeo_answer	344850	718	269	PDBTrRosetta	16	4	4	343867	714	265	0.0056	0.0149	0.9972	0.0081
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	9	result/homeo_answer	344850	3819	269	PDBTrRosetta	16	4	8	340770	3811	261	0.0021	0.0297	0.9882	0.0039
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	0	result/homeo_answer	344850	88931	269	PDBTrRosetta	16	4	170	255820	88761	99	0.0019	0.6320	0.7423	0.0038
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	16	result/homeo_answer	344850	7084	269	PDBTrRosetta	16	4	4	337501	7080	265	0.0006	0.0149	0.9787	0.0011
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	17	result/homeo_answer	344850	135	269	PDBTrRosetta	16	4	4	344450	131	265	0.0296	0.0149	0.9989	0.0198
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	19	result/homeo_answer	344850	495	269	PDBTrRosetta	16	4	4	344090	491	265	0.0081	0.0149	0.9978	0.0105
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	15	result/homeo_answer	344850	5815	269	PDBTrRosetta	16	4	4	338770	5811	265	0.0007	0.0149	0.9824	0.0013
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	18	result/homeo_answer	344850	6372	269	PDBTrRosetta	16	4	4	338213	6368	265	0.0006	0.0149	0.9808	0.0012
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	20	result/homeo_answer	344850	2736	269	PDBTrRosetta	16	4	4	341849	2732	265	0.0015	0.0149	0.9913	0.0027
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	21	result/homeo_answer	344850	841	269	PDBTrRosetta	16	4	4	343744	837	265	0.0048	0.0149	0.9968	0.0072
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	23	result/homeo_answer	344850	1548	269	PDBTrRosetta	16	4	4	343037	1544	265	0.0026	0.0149	0.9948	0.0044
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	22	result/homeo_answer	344850	1581	269	PDBTrRosetta	16	4	4	343004	1577	265	0.0025	0.0149	0.9947	0.0043
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	25	result/homeo_answer	344850	2833	269	PDBTrRosetta	16	4	0	341748	2833	269	0.0000	0.0000	0.9910	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	33	result/homeo_answer	344850	66	269	PDBTrRosetta	16	4	4	344519	62	265	0.0606	0.0149	0.9991	0.0239
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	1	result/homeo_answer	344850	127110	269	PDBTrRosetta	16	4	187	217658	126923	82	0.0015	0.6952	0.6317	0.0029
