config	query	hits	result_len	answer_len	tp	fp	fn	precision	sens_at_1fp	runtime	max_rss_kb
sensitive_aa	M0181	6000	1785	9	9	1	0	0.9000	1.0000	19.61	502944
sensitive_aa	M0188	6000	1735	120	17	1	103	0.9444	0.1417	2.91	134224
sensitive_aa	M0194	6000	1689	70	43	1	27	0.9773	0.6143	9.95	390472
sensitive_aa	M0201	6000	1314	45	8	1	37	0.8889	0.1778	3.05	115892
sensitive_aa	M0202	6000	1822	1	1	1	0	0.5000	1.0000	2.18	77792
sensitive_aa	M0205	6000	2056	263	170	1	93	0.9942	0.6464	6.77	319008
sensitive_aa	M0206	6000	1743	80	51	1	29	0.9808	0.6375	20.17	706088
sensitive_aa	M0210	6000	1929	224	7	1	217	0.8750	0.0312	3.59	166692
sensitive_aa	M0212	6000	1557	97	59	1	38	0.9833	0.6082	11.99	354496
sensitive_aa	M0216	6000	2780	1167	1147	1	20	0.9991	0.9829	3.55	180952
sensitive_aa	M0227	6000	1645	40	14	1	26	0.9333	0.3500	4.33	275320
sensitive_aa	M0228	6000	2112	122	18	1	104	0.9474	0.1475	3.47	225420
sensitive_aa	M0231	6000	2016	16	16	1	0	0.9412	1.0000	5.08	214484
sensitive_aa	M0234	6000	1778	19	7	1	12	0.8750	0.3684	5.25	266772
sensitive_aa	M0235	6000	1920	18	3	1	15	0.7500	0.1667	2.47	71400
sensitive_aa	M0237	6000	1179	616	86	1	530	0.9885	0.1396	2.75	111168
sensitive_aa	M0243	6000	1809	14	14	1	0	0.9333	1.0000	8.39	449432
sensitive_aa	M0250	6000	1762	15	15	1	0	0.9375	1.0000	2.59	117096
sensitive_aa	M0253	6000	1975	240	28	1	212	0.9655	0.1167	15.65	732204
sensitive_aa	M0254	6000	1758	19	17	1	2	0.9444	0.8947	24.65	1049580
sensitive_aa	M0257	6000	1935	256	223	1	33	0.9955	0.8711	5.68	315556
sensitive_aa	M0260	6000	2216	22	22	1	0	0.9565	1.0000	9.33	468336
sensitive_aa	M0261	6000	1889	23	18	1	5	0.9474	0.7826	2.28	144152
sensitive_aa	M0262	6000	1632	20	20	1	0	0.9524	1.0000	14.16	629656
sensitive_aa	M0263	6000	1754	51	5	1	46	0.8333	0.0980	2.66	146372
sensitive_aa	M0266	6000	1609	47	46	1	1	0.9787	0.9787	5.93	220656
sensitive_aa	M0272	6000	1640	45	31	1	14	0.9688	0.6889	6.48	233864
sensitive_aa	M0278	6000	2116	105	64	1	41	0.9846	0.6095	1.71	84756
sensitive_aa	M0281	6000	1289	3	2	1	1	0.6667	0.6667	6.52	152536
sensitive_aa	M0293	6000	1477	62	46	1	16	0.9787	0.7419	2.81	139492
sensitive_aa	M0294	6000	1650	116	105	1	11	0.9906	0.9052	13.82	447680
sensitive_aa	M0297	6000	1462	18	1	1	17	0.5000	0.0556	2.90	60496
sensitive_aa	M0298	6000	1567	366	0	1	366	0.0000	0.0000	3.08	187424
sensitive_aa	M0301	6000	1858	52	16	1	36	0.9412	0.3077	3.65	185864
sensitive_aa	M0308	6000	1906	174	174	1	0	0.9943	1.0000	26.28	780980
sensitive_aa	M0311	6000	1561	84	84	1	0	0.9882	1.0000	21.29	669620
sensitive_aa	M0313	6000	1612	19	14	1	5	0.9333	0.7368	2.04	93364
sensitive_aa	M0314	6000	1508	48	2	1	46	0.6667	0.0417	16.79	312996
sensitive_aa	M0321	6000	1789	25	5	1	20	0.8333	0.2000	3.69	187492
sensitive_aa	M0334	6000	1812	23	23	1	0	0.9583	1.0000	3.07	99252
sensitive_aa	M0338	6000	1967	28	1	1	27	0.5000	0.0357	2.72	81132
sensitive_aa	M0346	6000	1562	143	14	1	129	0.9333	0.0979	3.91	183704
sensitive_aa	M0348	6000	332	180	63	1	117	0.9844	0.3500	6.99	349376
sensitive_aa	M0351	6000	2267	26	23	1	3	0.9583	0.8846	1.72	73060
sensitive_aa	M0353	6000	1447	14	9	1	5	0.9000	0.6429	3.22	110812
sensitive_aa	M0357	6000	2260	6	4	1	2	0.8000	0.6667	2.00	68088
sensitive_aa	M0358	6000	1604	1	1	1	0	0.5000	1.0000	10.71	474264
sensitive_aa	M0363	6000	3533	66	2	1	64	0.6667	0.0303	2.23	143936
sensitive_aa	M0369	6000	1616	87	15	1	72	0.9375	0.1724	5.79	295176
sensitive_aa	M0371	6000	1830	123	8	1	115	0.8889	0.0650	3.60	210200
sensitive_aa	M0376	6000	1860	42	36	1	6	0.9730	0.8571	3.34	222948
sensitive_aa	M0377	6000	585	215	63	1	152	0.9844	0.2930	12.43	492176
sensitive_aa	M0379	6000	2080	121	27	1	94	0.9643	0.2231	13.53	624692
sensitive_aa	M0380	6000	1871	27	19	1	8	0.9500	0.7037	3.14	160460
sensitive_aa	M0381	6000	2019	76	45	1	31	0.9783	0.5921	1.11	48832
sensitive_aa	M0383	6000	1742	131	52	1	79	0.9811	0.3969	5.11	206856
sensitive_aa	M0384	6000	1946	107	4	1	103	0.8000	0.0374	2.87	197068
sensitive_aa	M0386	6000	1862	5	5	1	0	0.8333	1.0000	15.09	530488
sensitive_aa	M0387	6000	1452	2182	50	1	2132	0.9804	0.0229	1.87	113060
sensitive_aa	M0391	6000	1723	15	9	1	6	0.9000	0.6000	1.53	72020
sensitive_aa	M0398	6000	1509	37	1	1	36	0.5000	0.0270	5.42	202300
sensitive_aa	M0401	6000	1234	396	7	1	389	0.8750	0.0177	6.29	229804
sensitive_aa	M0403	6000	2081	17	16	1	1	0.9412	0.9412	2.77	190732
sensitive_aa	M0410	6000	1737	34	5	1	29	0.8333	0.1471	3.97	226772
sensitive_aa	M0412	6000	1394	61	6	1	55	0.8571	0.0984	6.71	161588
sensitive_aa	M0414	6000	1917	83	59	1	24	0.9833	0.7108	4.23	221676
sensitive_aa	M0416	6000	2254	5	5	1	0	0.8333	1.0000	16.56	492836
sensitive_aa	M0420	6000	1818	18	6	1	12	0.8571	0.3333	3.30	133852
sensitive_aa	M0423	6000	1569	99	12	1	87	0.9231	0.1212	3.05	153764
sensitive_aa	M0425	6000	1591	2202	6	1	2196	0.8571	0.0027	2.22	132448
sensitive_aa	M0426	6000	1851	20	20	1	0	0.9524	1.0000	4.53	226832
sensitive_aa	M0428	6000	1435	11	8	1	3	0.8889	0.7273	7.15	321008
sensitive_aa	M0429	6000	2190	48	24	1	24	0.9600	0.5000	2.32	107928
sensitive_aa	M0431	6000	1816	4	4	1	0	0.8000	1.0000	3.55	219588
sensitive_aa	M0433	6000	1592	214	7	1	207	0.8750	0.0327	2.91	103624
sensitive_aa	M0434	6000	2089	13	1	1	12	0.5000	0.0769	7.73	338032
sensitive_aa	M0435	6000	1775	88	12	1	76	0.9231	0.1364	48.91	1270604
sensitive_aa	M0440	6000	1707	50	41	1	9	0.9762	0.8200	6.97	275288
sensitive_aa	M0444	6000	2043	84	79	1	5	0.9875	0.9405	1.80	156472
sensitive_aa	M0447	6000	1885	6	1	1	5	0.5000	0.1667	7.68	360324
sensitive_aa	M0448	6000	1800	8	1	1	7	0.5000	0.1250	3.90	127000
sensitive_aa	M0453	6000	1824	66	13	1	53	0.9286	0.1970	5.94	271612
sensitive_aa	M0454	6000	1604	15	10	1	5	0.9091	0.6667	3.60	213024
sensitive_aa	M0456	6000	2203	18	2	1	16	0.6667	0.1111	1.85	67968
sensitive_aa	M0458	6000	1772	26	21	1	5	0.9545	0.8077	2.00	101464
sensitive_aa	M0462	6000	1766	50	39	1	11	0.9750	0.7800	3.68	198552
sensitive_aa	M0466	6000	1938	194	13	1	181	0.9286	0.0670	24.95	794252
sensitive_aa	M0472	6000	2001	97	95	1	2	0.9896	0.9794	13.26	522180
sensitive_aa	M0477	6000	1896	72	58	1	14	0.9831	0.8056	2.94	98292
sensitive_aa	M0484	6000	1895	102	102	1	0	0.9903	1.0000	13.18	532980
sensitive_aa	M0488	6000	1877	7	7	1	0	0.8750	1.0000	12.85	446556
sensitive_aa	M0497	6000	2032	16	13	1	3	0.9286	0.8125	8.38	337776
sensitive_aa	M0502	6000	1851	129	6	1	123	0.8571	0.0465	13.43	463068
sensitive_aa	M0505	6000	2338	28	3	1	25	0.7500	0.1071	4.20	267100
sensitive_aa	M0506	6000	1866	117	61	1	56	0.9839	0.5214	3.77	204204
sensitive_aa	M0508	6000	1910	8	8	1	0	0.8889	1.0000	5.79	290116
sensitive_aa	M0510	6000	2160	63	2	1	61	0.6667	0.0317	2.21	130452
sensitive_aa	M0515	6000	1606	21	15	1	6	0.9375	0.7143	2.85	146316
sensitive_aa	M0519	6000	1994	20	18	1	2	0.9474	0.9000	15.23	685500
sensitive_aa	M0520	6000	1395	446	116	1	330	0.9915	0.2601	4.59	178956
sensitive_aa	M0544	6000	1907	14	9	1	5	0.9000	0.6429	4.65	186064
sensitive_aa	M0545	6000	1939	20	14	1	6	0.9333	0.7000	2.70	114324
sensitive_aa	M0547	6000	2151	8	4	1	4	0.8000	0.5000	3.66	149420
sensitive_aa	M0550	6000	1847	21	7	1	14	0.8750	0.3333	2.45	148616
sensitive_aa	M0563	4394	1419	32	0	1	32	0.0000	0.0000	1.11	53532
sensitive_aa	M0564	6000	1728	400	10	1	390	0.9091	0.0250	2.34	91624
sensitive_aa	M0565	6000	2040	14	4	1	10	0.8000	0.2857	2.31	97948
sensitive_aa	M0574	6000	1437	134	23	1	111	0.9583	0.1716	4.94	193532
sensitive_aa	M0580	6000	1747	10	6	1	4	0.8571	0.6000	3.53	137756
sensitive_aa	M0589	6000	1797	69	5	1	64	0.8333	0.0725	3.49	199160
sensitive_aa	M0590	6000	1769	20	3	1	17	0.7500	0.1500	3.37	156132
sensitive_aa	M0597	6000	2085	28	12	1	16	0.9231	0.4286	1.91	122228
sensitive_aa	M0600	6000	1693	79	34	1	45	0.9714	0.4304	4.14	256996
sensitive_aa	M0609	6000	1436	86	18	1	68	0.9474	0.2093	2.06	119548
sensitive_aa	M0612	6000	1840	92	63	1	29	0.9844	0.6848	2.80	105292
sensitive_aa	M0616	6000	1682	6	5	1	1	0.8333	0.8333	3.42	207572
sensitive_aa	M0623	6000	1939	17	17	1	0	0.9444	1.0000	2.72	167524
sensitive_aa	M0625	6000	1684	9	2	1	7	0.6667	0.2222	3.58	93560
sensitive_aa	M0634	6000	1749	10	10	1	0	0.9091	1.0000	2.92	112156
sensitive_aa	M0636	6000	1987	17	7	1	10	0.8750	0.4118	2.03	85504
sensitive_aa	M0642	6000	2296	31	4	1	27	0.8000	0.1290	1.27	51032
sensitive_aa	M0651	6000	2015	65	8	1	57	0.8889	0.1231	2.16	100788
sensitive_aa	M0653	6000	1739	26	6	1	20	0.8571	0.2308	4.59	179044
sensitive_aa	M0655	6000	2161	7	5	1	2	0.8333	0.7143	2.50	99856
sensitive_aa	M0658	6000	1511	13	3	1	10	0.7500	0.2308	2.59	102528
sensitive_aa	M0663	6000	1593	97	9	1	88	0.9000	0.0928	5.32	280600
sensitive_aa	M0669	6000	1682	11	1	1	10	0.5000	0.0909	2.37	120792
sensitive_aa	M0674	6000	1911	38	4	1	34	0.8000	0.1053	2.35	102900
sensitive_aa	M0682	6000	1684	329	2	1	327	0.6667	0.0061	2.03	75448
sensitive_aa	M0683	6000	2136	30	29	1	1	0.9667	0.9667	5.22	205336
sensitive_aa	M0693	6000	1494	412	7	1	405	0.8750	0.0170	1.41	98752
sensitive_aa	M0697	6000	1965	156	6	1	150	0.8571	0.0385	1.97	64972
sensitive_aa	M0709	6000	1826	351	3	1	348	0.7500	0.0085	2.72	87792
sensitive_aa	M0727	6000	1560	24	9	1	15	0.9000	0.3750	4.56	204008
sensitive_aa	M0732	6000	1894	20	5	1	15	0.8333	0.2500	4.08	210124
sensitive_aa	M0734	6000	1916	10	3	1	7	0.7500	0.3000	2.15	84108
sensitive_aa	M0736	6000	1786	4	4	1	0	0.8000	1.0000	2.72	98684
sensitive_aa	M0738	6000	1888	16	7	1	9	0.8750	0.4375	2.84	96344
sensitive_aa	M0742	6000	2253	3	3	1	0	0.7500	1.0000	3.85	82376
sensitive_aa	M0748	6000	1451	20	18	1	2	0.9474	0.9000	2.72	120296
sensitive_aa	M0752	6000	1779	9	8	1	1	0.8889	0.8889	3.44	179880
sensitive_aa	M0754	6000	2189	13	4	1	9	0.8000	0.3077	2.53	94184
sensitive_aa	M0755	6000	2019	12	8	1	4	0.8889	0.6667	3.39	118284
sensitive_aa	M0759	6000	2282	80	31	1	49	0.9688	0.3875	2.34	110012
sensitive_aa	M0768	6000	1909	237	18	1	219	0.9474	0.0759	3.58	135516
sensitive_aa	M0771	6000	1591	285	5	1	280	0.8333	0.0175	4.28	81284
sensitive_aa	M0781	6000	1722	8	7	1	1	0.8750	0.8750	2.95	121664
sensitive_aa	M0789	6000	1692	62	26	1	36	0.9630	0.4194	2.19	97116
sensitive_aa	M0792	6000	1751	11	2	1	9	0.6667	0.1818	8.09	356872
sensitive_aa	M0795	6000	1794	80	15	1	65	0.9375	0.1875	9.37	404660
sensitive_aa	M0798	6000	1433	2197	5	1	2192	0.8333	0.0023	1.64	111688
sensitive_aa	M0806	6000	1279	5	1	1	4	0.5000	0.2000	3.37	103716
sensitive_aa	M0808	6000	1745	5	2	1	3	0.6667	0.4000	3.37	145416
sensitive_aa	M0810	6000	1711	38	9	1	29	0.9000	0.2368	8.60	240372
sensitive_aa	M0815	6000	1020	243	165	1	78	0.9940	0.6790	2.68	72648
sensitive_aa	M0816	6000	1531	242	19	1	223	0.9500	0.0785	3.21	101620
sensitive_aa	M0819	6000	1905	26	20	1	6	0.9524	0.7692	2.48	81964
sensitive_aa	M0822	6000	1931	3	2	1	1	0.6667	0.6667	2.61	145980
sensitive_aa	M0826	6000	1340	22	3	1	19	0.7500	0.1364	1.34	120208
sensitive_aa	M0829	6000	1485	7	6	1	1	0.8571	0.8571	2.09	100220
sensitive_aa	M0835	6000	1893	62	32	1	30	0.9697	0.5161	2.42	118796
sensitive_aa	M0843	6000	1754	17	11	1	6	0.9167	0.6471	1.89	82064
sensitive_aa	M0850	6000	1726	40	16	1	24	0.9412	0.4000	2.06	157088
sensitive_aa	M0851	6000	2353	24	2	1	22	0.6667	0.0833	2.04	55996
sensitive_aa	M0854	6000	1390	136	17	1	119	0.9444	0.1250	3.37	158256
sensitive_aa	M0855	6000	1871	55	9	1	46	0.9000	0.1636	4.18	123996
sensitive_aa	M0857	6000	1604	13	9	1	4	0.9000	0.6923	3.67	156080
sensitive_aa	M0858	6000	2138	353	275	1	78	0.9964	0.7790	3.94	138340
sensitive_aa	M0860	6000	2213	14	3	1	11	0.7500	0.2143	3.39	96872
sensitive_aa	M0862	6000	2092	21	8	1	13	0.8889	0.3810	2.63	116244
sensitive_aa	M0869	6000	1630	6	6	1	0	0.8571	1.0000	4.11	139320
sensitive_aa	M0874	6000	1559	4	3	1	1	0.7500	0.7500	2.87	145892
sensitive_aa	M0879	6000	2538	38	4	1	34	0.8000	0.1053	1.16	57756
sensitive_aa	M0881	6000	1628	157	148	1	9	0.9933	0.9427	2.62	99612
sensitive_aa	M0884	6000	1611	24	20	1	4	0.9524	0.8333	4.83	207824
sensitive_aa	M0885	6000	1714	17	4	1	13	0.8000	0.2353	14.73	553196
sensitive_aa	M0895	6000	1754	131	6	1	125	0.8571	0.0458	2.69	97996
sensitive_aa	M0900	6000	1488	448	99	1	349	0.9900	0.2210	3.39	94328
sensitive_aa	M0905	6000	1891	231	4	1	227	0.8000	0.0173	3.11	100284
sensitive_aa	M0906	6000	2229	266	63	1	203	0.9844	0.2368	2.18	133296
sensitive_aa	M0908	6000	1932	79	7	1	72	0.8750	0.0886	2.41	135728
sensitive_aa	M0910	6000	1948	8	8	1	0	0.8889	1.0000	3.08	214012
sensitive_aa	M0916	6000	1559	1	1	1	0	0.5000	1.0000	1.74	95176
sensitive_aa	M0918	6000	2073	140	64	1	76	0.9846	0.4571	5.44	339776
sensitive_aa	M0919	6000	1868	19	7	1	12	0.8750	0.3684	4.20	155680
sensitive_aa	M0920	6000	1814	39	12	1	27	0.9231	0.3077	2.81	85268
sensitive_aa	M0925	6000	1693	24	1	1	23	0.5000	0.0417	2.46	108632
sensitive_aa	M0931	6000	1963	74	65	1	9	0.9848	0.8784	3.35	120556
sensitive_aa	M0937	6000	2023	32	21	1	11	0.9545	0.6562	2.71	118684
sensitive_aa	M0939	6000	1574	27	8	1	19	0.8889	0.2963	3.54	202624
sensitive_aa	M0940	6000	421	122	9	1	113	0.9000	0.0738	6.20	270652
sensitive_aa	M0947	6000	1454	68	16	1	52	0.9412	0.2353	10.27	265660
sensitive_aa	M0952	6000	1529	89	6	1	83	0.8571	0.0674	4.03	262976
sensitive_aa	M0957	6000	423	223	42	1	181	0.9767	0.1883	5.45	206916
sensitive_aa	M0958	6000	450	243	68	1	175	0.9855	0.2798	3.99	187992
sensitive_aa	M0959	6000	622	178	13	1	165	0.9286	0.0730	5.11	343196
sensitive_aa	M0961	6000	447	155	6	1	149	0.8571	0.0387	7.45	260396
sensitive_aa	M0962	6000	550	147	12	1	135	0.9231	0.0816	6.12	251008
sensitive_aa	M0964	6000	1936	69	8	1	61	0.8889	0.1159	4.94	211248
