config	query	answers	sens_at_1fp	n_exact	fp1_exact	found_exact	n_sub1_cons	fp1_sub1_cons	found_sub1_cons	n_sub1_other	fp1_sub1_other	found_sub1_other
default	M0175	830	0.2446	737	202	736	0	0	0	0	0	0
default	M0178	303	0.5644	148	109	129	28	23	27	75	29	37
default	M0181	9	0.8889	5	5	5	1	0	1	2	2	2
default	M0188	120	0.1083	54	13	21	53	0	4	1	0	0
default	M0194	70	0.6429	25	25	25	0	0	0	10	1	10
default	M0201	45	0.2222	22	8	12	2	2	2	3	0	0
default	M0202	1	1.0000	1	1	1	0	0	0	0	0	0
default	M0205	263	0.9734	170	168	170	0	0	0	0	0	0
default	M0206	80	0.6250	28	28	28	9	9	9	6	6	6
default	M0210	224	0.1339	2	2	2	0	0	0	4	2	4
default	M0212	97	0.6082	0	0	0	0	0	0	0	0	0
default	M0216	1167	0.9811	1033	1032	1033	9	9	9	71	68	71
default	M0227	40	0.3750	6	6	6	7	6	7	1	1	1
default	M0228	122	0.1639	13	13	13	0	0	0	12	6	7
default	M0231	16	1.0000	11	11	11	0	0	0	3	3	3
default	M0234	19	0.2632	8	5	8	0	0	0	1	0	1
default	M0235	18	0.1111	17	2	11	0	0	0	1	0	1
default	M0237	616	0.1477	92	91	91	0	0	0	1	0	0
default	M0243	14	1.0000	0	0	0	0	0	0	0	0	0
default	M0250	15	1.0000	15	15	15	0	0	0	0	0	0
default	M0253	240	0.2833	40	13	40	4	3	4	112	25	111
default	M0254	19	0.9474	14	14	14	0	0	0	2	2	2
default	M0257	256	0.4062	91	91	91	117	10	117	2	1	2
default	M0260	22	1.0000	17	17	17	3	3	3	2	2	2
default	M0261	23	0.6957	18	16	18	0	0	0	0	0	0
default	M0262	20	1.0000	9	9	9	11	11	11	0	0	0
default	M0263	51	0.1176	7	6	6	1	0	1	11	0	8
default	M0266	47	0.8511	0	0	0	13	12	13	0	0	0
default	M0272	45	0.7333	15	15	15	2	2	2	3	2	2
default	M0278	105	0.5714	74	59	72	0	0	0	1	0	1
default	M0281	3	0.6667	2	2	2	0	0	0	0	0	0
default	M0293	62	0.6613	51	33	44	1	0	1	7	7	7
default	M0294	116	0.9569	79	78	78	1	1	1	4	4	4
default	M0297	18	0.0556	14	1	3	0	0	0	4	0	0
default	M0298	366	0.0027	1	1	1	0	0	0	0	0	0
default	M0301	52	0.4231	1	1	1	0	0	0	0	0	0
default	M0308	174	1.0000	145	145	145	5	5	5	22	22	22
default	M0311	84	1.0000	68	68	68	8	8	8	3	3	3
default	M0313	19	0.9474	14	14	14	0	0	0	3	3	3
default	M0314	48	0.1042	0	0	0	0	0	0	0	0	0
default	M0321	25	0.2000	4	3	4	8	0	6	5	0	5
default	M0334	23	1.0000	21	21	21	0	0	0	1	1	1
default	M0338	28	0.0357	22	1	16	0	0	0	0	0	0
default	M0346	143	0.1119	0	0	0	0	0	0	0	0	0
default	M0348	180	0.3944	23	23	23	51	45	51	1	1	1
default	M0351	26	0.6154	16	15	15	7	0	4	2	0	2
default	M0353	14	0.5714	11	8	9	1	0	0	0	0	0
default	M0357	6	0.8333	5	5	5	0	0	0	0	0	0
default	M0358	1	1.0000	1	1	1	0	0	0	0	0	0
default	M0363	66	0.0758	15	5	9	50	0	2	0	0	0
default	M0369	87	0.3563	2	1	1	1	0	0	35	22	24
default	M0371	123	0.0894	114	11	113	2	0	0	5	0	1
default	M0376	42	0.8095	38	34	38	2	0	2	2	0	2
default	M0377	215	0.3209	15	15	15	6	6	6	14	14	14
default	M0379	121	0.2645	32	24	32	0	0	0	10	8	10
default	M0380	27	0.6667	18	17	17	2	1	2	1	0	1
default	M0381	76	0.5921	44	44	44	0	0	0	5	0	5
default	M0383	131	0.7023	0	0	0	0	0	0	0	0	0
default	M0384	107	0.0280	5	3	5	0	0	0	3	0	2
default	M0386	5	0.8000	4	4	4	1	0	1	0	0	0
default	M0387	2182	0.0211	0	0	0	0	0	0	0	0	0
default	M0391	15	0.6000	15	9	11	0	0	0	0	0	0
default	M0398	37	0.0270	24	1	24	0	0	0	13	0	13
default	M0401	396	0.0101	6	4	6	6	0	5	0	0	0
default	M0403	17	0.8235	16	14	16	0	0	0	1	0	1
default	M0410	34	0.2941	2	2	2	0	0	0	0	0	0
default	M0412	61	0.1148	5	4	5	0	0	0	0	0	0
default	M0414	83	0.9639	69	66	68	1	1	1	10	10	10
default	M0416	5	1.0000	5	5	5	0	0	0	0	0	0
default	M0420	18	0.3333	11	6	9	1	0	1	6	0	5
default	M0423	99	0.0707	75	7	15	7	0	1	6	0	0
default	M0425	2202	0.0259	1484	35	499	79	1	10	60	0	14
default	M0426	20	0.9500	5	5	5	3	3	3	9	9	9
default	M0428	11	0.8182	10	9	10	0	0	0	1	0	1
default	M0429	48	0.4792	40	22	40	2	0	2	1	0	1
default	M0431	4	1.0000	4	4	4	0	0	0	0	0	0
default	M0433	214	0.0374	144	8	100	31	0	4	18	0	1
default	M0434	13	0.0769	12	1	12	0	0	0	1	0	1
default	M0435	88	0.1250	0	0	0	0	0	0	0	0	0
default	M0440	50	0.8000	30	27	27	5	5	5	8	7	8
default	M0444	84	0.7738	65	65	65	15	0	15	4	0	4
default	M0447	6	0.3333	1	1	1	0	0	0	0	0	0
default	M0448	8	0.1250	4	1	2	0	0	0	4	0	0
default	M0453	66	0.2727	5	5	5	3	2	3	0	0	0
default	M0454	15	0.8000	13	12	13	0	0	0	1	0	1
default	M0456	18	0.1111	10	2	8	0	0	0	6	0	0
default	M0458	26	0.7692	22	20	20	0	0	0	0	0	0
default	M0462	50	0.7800	43	37	42	1	1	1	3	0	3
default	M0466	194	0.0670	2	2	2	0	0	0	0	0	0
default	M0472	97	0.9794	88	88	88	4	4	4	0	0	0
default	M0477	72	0.6806	63	49	63	1	0	1	5	0	4
default	M0484	102	1.0000	0	0	0	0	0	0	101	101	101
default	M0488	7	1.0000	7	7	7	0	0	0	0	0	0
default	M0497	16	0.8750	8	8	8	3	2	3	4	4	4
default	M0502	129	0.0465	5	5	5	1	1	1	0	0	0
default	M0505	28	0.1071	1	1	1	0	0	0	0	0	0
default	M0506	117	0.6325	49	48	49	12	10	11	19	16	19
default	M0508	8	1.0000	4	4	4	0	0	0	0	0	0
default	M0510	63	0.0317	45	2	45	8	0	8	1	0	1
default	M0515	21	0.5714	9	9	9	1	0	1	8	2	6
default	M0519	20	0.9000	12	12	12	4	4	4	0	0	0
default	M0520	446	0.6054	6	4	4	9	1	7	359	264	356
default	M0544	14	0.7857	9	9	9	0	0	0	3	1	2
default	M0545	20	0.7500	14	14	14	0	0	0	0	0	0
default	M0547	8	0.6250	5	5	5	0	0	0	0	0	0
default	M0550	21	0.3810	11	8	8	1	0	0	8	0	2
default	M0563	32	0.0000	7	0	0	0	0	0	0	0	0
default	M0564	400	0.0225	347	8	330	2	0	1	7	0	5
default	M0565	14	0.3571	13	5	6	0	0	0	1	0	0
default	M0574	134	0.1642	66	22	62	3	0	3	34	0	33
default	M0580	10	0.8000	8	8	8	0	0	0	2	0	2
default	M0589	69	0.0725	18	2	17	0	0	0	8	2	6
default	M0590	20	0.1500	3	3	3	0	0	0	0	0	0
default	M0597	28	0.4286	25	12	20	0	0	0	3	0	3
default	M0600	79	0.4430	79	35	79	0	0	0	0	0	0
default	M0609	86	0.1512	56	13	55	0	0	0	0	0	0
default	M0612	92	0.5326	81	49	79	1	0	0	1	0	0
default	M0616	6	1.0000	6	6	6	0	0	0	0	0	0
default	M0623	17	1.0000	16	16	16	0	0	0	0	0	0
default	M0625	9	0.2222	6	2	3	0	0	0	0	0	0
default	M0634	10	1.0000	9	9	9	0	0	0	1	1	1
default	M0636	17	0.4118	7	7	7	0	0	0	3	0	3
default	M0642	31	0.1935	8	6	8	0	0	0	0	0	0
default	M0651	65	0.1231	12	8	9	6	0	2	34	0	10
default	M0653	26	0.1923	2	2	2	0	0	0	3	0	1
default	M0655	7	0.4286	4	2	2	0	0	0	0	0	0
default	M0658	13	0.2308	12	3	12	0	0	0	1	0	1
default	M0663	97	0.1237	16	12	15	0	0	0	78	0	39
default	M0669	11	0.0909	11	1	8	0	0	0	0	0	0
default	M0674	38	0.1053	4	4	4	2	0	0	10	0	6
default	M0682	329	0.0061	225	2	216	0	0	0	28	0	22
default	M0683	30	0.9667	13	13	13	1	1	1	0	0	0
default	M0693	412	0.0170	352	5	341	2	0	1	7	0	5
default	M0697	156	0.0385	74	6	74	76	0	62	0	0	0
default	M0709	351	0.3960	3	3	3	0	0	0	192	135	187
default	M0727	24	0.3333	5	5	5	2	1	2	13	2	12
default	M0732	20	0.2000	2	1	2	1	1	1	11	2	3
default	M0734	10	0.3000	4	3	3	0	0	0	2	0	0
default	M0736	4	1.0000	4	4	4	0	0	0	0	0	0
default	M0738	16	0.6875	15	10	15	1	1	1	0	0	0
default	M0742	3	1.0000	3	3	3	0	0	0	0	0	0
default	M0748	20	1.0000	20	20	20	0	0	0	0	0	0
default	M0752	9	1.0000	8	8	8	0	0	0	1	1	1
default	M0754	13	0.3077	9	4	8	1	0	0	0	0	0
default	M0755	12	0.6667	1	1	1	0	0	0	0	0	0
default	M0759	80	0.4625	33	24	32	1	0	1	0	0	0
default	M0768	237	0.0802	16	15	16	4	4	4	0	0	0
default	M0771	285	0.0175	24	5	24	44	0	29	109	0	16
default	M0781	8	0.8750	6	6	6	0	0	0	1	1	1
default	M0789	62	0.2903	27	12	25	18	2	17	1	0	1
default	M0792	11	0.0909	2	1	2	0	0	0	2	0	0
default	M0795	80	0.2250	1	1	1	13	13	13	2	2	2
default	M0798	2197	0.0023	1455	5	937	67	0	7	89	0	54
default	M0806	5	0.2000	1	1	1	2	0	2	0	0	0
default	M0808	5	0.8000	4	4	4	0	0	0	0	0	0
default	M0810	38	0.3158	2	2	2	0	0	0	11	7	11
default	M0815	243	0.6831	205	164	198	0	0	0	19	0	12
default	M0816	242	0.0826	16	12	14	2	0	0	193	8	55
default	M0819	26	0.7692	18	17	18	3	1	3	4	1	4
default	M0822	3	1.0000	2	2	2	0	0	0	1	1	1
default	M0826	22	0.2727	18	6	18	0	0	0	3	0	1
default	M0829	7	0.8571	6	6	6	0	0	0	1	0	1
default	M0835	62	0.4032	4	4	4	1	0	0	4	0	2
default	M0843	17	0.5882	12	10	11	3	0	1	0	0	0
default	M0850	40	0.4250	22	13	15	1	0	0	0	0	0
default	M0851	24	0.0833	1	1	1	0	0	0	0	0	0
default	M0854	136	0.0662	53	9	47	54	0	31	0	0	0
default	M0855	55	0.1636	15	8	12	0	0	0	7	0	2
default	M0857	13	0.7692	13	10	10	0	0	0	0	0	0
default	M0858	353	0.8584	327	294	319	3	0	3	19	7	19
default	M0860	14	0.2143	4	3	4	0	0	0	0	0	0
default	M0862	21	0.5238	16	11	16	0	0	0	1	0	1
default	M0869	6	1.0000	4	4	4	0	0	0	2	2	2
default	M0874	4	0.7500	2	2	2	0	0	0	0	0	0
default	M0879	38	0.1316	3	3	3	4	1	3	1	1	1
default	M0881	157	0.9682	152	148	152	3	3	3	1	1	1
default	M0884	24	0.8333	20	20	20	0	0	0	0	0	0
default	M0885	17	0.2353	3	3	3	0	0	0	0	0	0
default	M0895	131	0.0458	2	2	2	0	0	0	1	0	0
default	M0900	448	0.7210	367	321	360	12	0	8	14	0	13
default	M0905	231	0.0216	107	5	92	17	0	7	62	0	52
default	M0906	266	0.2293	226	61	223	15	0	15	23	0	18
default	M0908	79	0.1013	10	5	10	0	0	0	1	0	1
default	M0910	8	1.0000	8	8	8	0	0	0	0	0	0
default	M0916	1	1.0000	0	0	0	0	0	0	0	0	0
default	M0918	140	0.4429	0	0	0	0	0	0	0	0	0
default	M0919	19	0.5789	12	8	12	1	0	0	0	0	0
default	M0920	39	0.3077	1	1	1	0	0	0	0	0	0
default	M0925	24	0.0417	3	1	3	0	0	0	8	0	3
default	M0931	74	0.8378	67	61	64	3	1	3	1	0	0
default	M0937	32	0.4688	27	15	24	1	0	0	1	0	1
default	M0939	27	0.2593	7	7	7	0	0	0	0	0	0
default	M0940	122	0.0574	8	6	8	7	0	7	64	1	64
default	M0947	68	0.0588	26	4	26	4	0	4	1	0	0
default	M0952	89	0.0562	5	5	5	0	0	0	0	0	0
default	M0957	223	0.1256	88	28	87	0	0	0	2	0	2
default	M0958	243	0.2428	89	58	89	0	0	0	2	1	2
default	M0959	178	0.0674	3	3	3	0	0	0	77	9	76
default	M0961	155	0.0387	39	6	39	14	0	12	21	0	18
default	M0962	147	0.0816	55	11	55	20	0	19	46	0	40
default	M0964	69	0.1159	4	4	4	0	0	0	0	0	0
master	M0003	95	0.2000	20	19	19	71	0	68	1	0	0
master	M0010	15	0.9333	13	13	13	1	1	1	0	0	0
master	M0019	22	1.0000	22	22	22	0	0	0	0	0	0
master	M0020	120	0.8667	10	9	10	87	81	85	8	7	8
master	M0028	22	0.9091	20	20	20	0	0	0	0	0	0
master	M0031	321	0.7975	261	222	253	12	12	12	7	4	5
master	M0033	15	0.2000	8	2	8	1	0	1	3	1	2
master	M0040	61	0.1639	52	10	15	0	0	0	1	0	0
master	M0043	22	0.9545	14	14	14	0	0	0	6	6	6
master	M0044	75	0.8800	15	13	13	7	7	7	17	16	17
master	M0048	104	0.6827	76	57	74	15	11	15	3	3	3
master	M0054	46	0.7391	36	33	35	4	0	4	5	1	4
master	M0058	42	0.1667	9	1	4	0	0	0	11	0	8
master	M0065	56	0.6429	33	23	29	1	1	1	20	12	14
master	M0066	60	0.2833	18	14	18	26	1	13	3	1	3
master	M0067	42	0.3095	3	3	3	7	7	7	0	0	0
master	M0070	172	0.0465	8	8	8	0	0	0	5	0	1
master	M0075	3	0.6667	3	2	3	0	0	0	0	0	0
master	M0076	102	0.3627	98	34	85	0	0	0	0	0	0
master	M0077	108	0.5185	57	49	52	2	2	2	17	2	10
master	M0081	10	0.5000	5	3	5	0	0	0	1	1	1
master	M0085	12	0.7500	10	7	9	1	1	1	1	1	1
master	M0087	72	0.8889	42	42	42	1	1	1	2	2	2
master	M0090	61	0.9836	47	47	47	0	0	0	6	6	6
master	M0092	43	0.9302	37	37	37	0	0	0	5	3	4
master	M0093	24	1.0000	5	5	5	6	6	6	0	0	0
master	M0096	24	0.0000	2	0	2	0	0	0	20	0	6
master	M0100	381	0.3438	182	112	169	34	5	24	98	14	63
master	M0104	12	0.4167	5	5	5	0	0	0	0	0	0
master	M0107	78	0.0769	6	6	6	0	0	0	0	0	0
master	M0108	178	0.0056	1	1	1	0	0	0	3	0	3
master	M0109	212	0.6934	98	98	98	0	0	0	6	6	6
master	M0111	11	0.2727	5	3	5	6	0	2	0	0	0
master	M0117	121	0.3884	39	37	39	8	7	8	2	2	2
master	M0118	108	0.8241	86	86	86	0	0	0	19	1	19
master	M0121	55	0.1455	1	1	1	0	0	0	0	0	0
master	M0122	29	0.6552	3	3	3	0	0	0	7	6	6
master	M0123	29	0.2414	0	0	0	0	0	0	2	2	2
master	M0125	40	0.9250	13	13	13	2	2	2	2	1	1
master	M0131	48	0.7708	34	34	34	3	3	3	0	0	0
master	M0134	56	0.9286	55	52	55	0	0	0	1	0	1
master	M0136	11	0.9091	8	8	8	0	0	0	1	1	1
master	M0139	78	0.3077	43	24	43	1	0	0	1	0	1
master	M0141	27	0.1852	0	0	0	0	0	0	0	0	0
master	M0142	15	0.4667	6	5	5	0	0	0	2	2	2
master	M0154	63	0.7302	57	46	55	5	0	5	1	0	0
master	M0159	161	0.8137	6	5	5	0	0	0	11	11	11
master	M0163	55	0.9273	32	31	31	6	6	6	8	7	8
master	M0172	20	0.4500	8	8	8	1	0	1	0	0	0
master	M0175	830	0.0157	737	13	736	0	0	0	0	0	0
master	M0178	303	0.4257	148	88	130	28	11	27	75	23	37
master	M0181	9	0.8889	5	5	5	1	0	1	2	2	2
master	M0188	120	0.0667	54	8	21	53	0	4	1	0	0
master	M0194	70	0.5857	25	19	25	0	0	0	10	3	10
master	M0201	45	0.2000	22	8	12	2	1	2	3	0	0
master	M0202	1	1.0000	1	1	1	0	0	0	0	0	0
master	M0205	263	0.9582	170	163	170	0	0	0	0	0	0
master	M0206	80	0.6500	28	28	28	9	9	9	6	6	6
master	M0210	224	0.0580	2	2	2	0	0	0	4	4	4
master	M0212	97	0.5979	0	0	0	0	0	0	0	0	0
master	M0216	1167	0.9837	1033	1032	1033	9	9	9	71	71	71
master	M0227	40	0.2500	6	6	6	7	2	7	1	0	1
master	M0228	122	0.1311	13	11	13	0	0	0	12	5	7
master	M0231	16	1.0000	11	11	11	0	0	0	3	3	3
master	M0234	19	0.2632	8	5	8	0	0	0	1	0	1
master	M0235	18	0.0556	17	1	11	0	0	0	1	0	1
master	M0237	616	0.1445	92	89	92	0	0	0	1	0	0
master	M0243	14	1.0000	0	0	0	0	0	0	0	0	0
master	M0250	15	1.0000	15	15	15	0	0	0	0	0	0
master	M0253	240	0.4917	40	28	40	4	4	4	112	33	111
master	M0254	19	1.0000	14	14	14	0	0	0	2	2	2
master	M0257	256	0.8203	91	90	91	117	116	117	2	1	2
master	M0260	22	1.0000	17	17	17	3	3	3	2	2	2
master	M0261	23	0.6957	18	16	18	0	0	0	0	0	0
master	M0262	20	1.0000	9	9	9	11	11	11	0	0	0
master	M0263	51	0.1176	7	6	6	1	0	1	11	0	8
master	M0266	47	0.8723	0	0	0	13	13	13	0	0	0
master	M0272	45	0.6222	15	14	15	2	1	2	3	2	2
master	M0278	105	0.5333	74	55	72	0	0	0	1	0	1
master	M0281	3	0.6667	2	2	2	0	0	0	0	0	0
master	M0293	62	0.4516	51	24	44	1	0	0	7	3	7
master	M0294	116	0.8966	79	76	78	1	1	1	4	3	4
master	M0297	18	0.0556	14	1	3	0	0	0	4	0	0
master	M0298	366	0.0027	1	1	1	0	0	0	0	0	0
master	M0301	52	0.2115	1	1	1	0	0	0	0	0	0
master	M0308	174	1.0000	145	145	145	5	5	5	22	22	22
master	M0311	84	1.0000	68	68	68	8	8	8	3	3	3
master	M0313	19	0.6316	14	12	14	0	0	0	3	0	3
master	M0314	48	0.0833	0	0	0	0	0	0	0	0	0
master	M0321	25	0.3200	4	2	4	8	2	6	5	2	5
master	M0334	23	1.0000	21	21	21	0	0	0	1	1	1
master	M0338	28	0.0000	22	0	16	0	0	0	0	0	0
master	M0346	143	0.0979	0	0	0	0	0	0	0	0	0
master	M0348	180	0.3667	23	22	23	51	42	51	1	1	1
master	M0351	26	0.5769	16	14	15	7	0	4	2	0	2
master	M0353	14	0.4286	11	6	9	1	0	0	0	0	0
master	M0357	6	0.5000	5	3	5	0	0	0	0	0	0
master	M0358	1	1.0000	1	1	1	0	0	0	0	0	0
master	M0363	66	0.0455	15	3	8	50	0	2	0	0	0
master	M0369	87	0.3218	2	1	1	1	0	0	35	21	24
master	M0371	123	0.1138	114	14	113	2	0	0	5	0	1
master	M0376	42	0.7143	38	30	38	2	0	2	2	0	2
master	M0377	215	0.0837	15	14	15	6	1	6	14	2	14
master	M0379	121	0.2479	32	22	32	0	0	0	10	8	10
master	M0380	27	0.5926	18	16	17	2	0	2	1	0	1
master	M0381	76	0.5789	44	43	44	0	0	0	5	0	5
master	M0383	131	0.5878	0	0	0	0	0	0	0	0	0
master	M0384	107	0.0187	5	1	5	0	0	0	3	0	2
master	M0386	5	1.0000	4	4	4	1	1	1	0	0	0
master	M0387	2182	0.0000	0	0	0	0	0	0	0	0	0
master	M0391	15	0.5333	15	8	11	0	0	0	0	0	0
master	M0398	37	0.0270	24	1	24	0	0	0	13	0	13
master	M0401	396	0.0101	6	4	6	6	0	5	0	0	0
master	M0403	17	0.7647	16	12	16	0	0	0	1	1	1
master	M0410	34	0.2353	2	2	2	0	0	0	0	0	0
master	M0412	61	0.1148	5	4	5	0	0	0	0	0	0
master	M0414	83	0.6265	69	52	68	1	0	1	10	0	10
master	M0416	5	1.0000	5	5	5	0	0	0	0	0	0
master	M0420	18	0.3333	11	6	8	1	0	1	6	0	3
master	M0423	99	0.0101	75	1	17	7	0	1	6	0	0
master	M0425	2202	0.0095	1484	16	364	79	1	9	60	1	9
master	M0426	20	0.9500	5	5	5	3	3	3	9	9	9
master	M0428	11	0.6364	10	7	10	0	0	0	1	0	1
master	M0429	48	0.3750	40	17	40	2	0	2	1	0	1
master	M0431	4	1.0000	4	4	4	0	0	0	0	0	0
master	M0433	214	0.0000	144	0	14	31	0	2	18	0	1
master	M0434	13	0.0769	12	1	12	0	0	0	1	0	1
master	M0435	88	0.1250	0	0	0	0	0	0	0	0	0
master	M0440	50	0.5000	30	18	27	5	5	5	8	2	8
master	M0444	84	0.6548	65	55	65	15	0	15	4	0	4
master	M0447	6	0.5000	1	1	1	0	0	0	0	0	0
master	M0448	8	0.1250	4	1	1	0	0	0	4	0	0
master	M0453	66	0.5909	5	5	5	3	3	3	0	0	0
master	M0454	15	0.8000	13	12	13	0	0	0	1	0	1
master	M0456	18	0.1111	10	2	8	0	0	0	6	0	0
master	M0458	26	0.3846	22	10	20	0	0	0	0	0	0
master	M0462	50	0.7800	43	37	42	1	1	1	3	0	3
master	M0466	194	0.0722	2	2	2	0	0	0	0	0	0
master	M0472	97	0.9588	88	87	88	4	3	4	0	0	0
master	M0477	72	0.6528	63	47	63	1	0	1	5	0	4
master	M0484	102	1.0000	0	0	0	0	0	0	101	101	101
master	M0488	7	1.0000	7	7	7	0	0	0	0	0	0
master	M0497	16	0.8750	8	8	8	3	2	3	4	4	4
master	M0502	129	0.0465	5	5	5	1	1	1	0	0	0
master	M0505	28	0.1071	1	1	1	0	0	0	0	0	0
master	M0506	117	0.5812	49	48	49	12	10	11	19	10	18
master	M0508	8	1.0000	4	4	4	0	0	0	0	0	0
master	M0510	63	0.0476	45	3	45	8	0	8	1	0	1
master	M0515	21	0.5238	9	8	9	1	0	1	8	2	6
master	M0519	20	0.9000	12	12	12	4	4	4	0	0	0
master	M0520	446	0.7377	6	4	4	9	1	7	359	322	356
master	M0544	14	0.7143	9	8	9	0	0	0	3	1	2
master	M0545	20	0.3500	14	7	14	0	0	0	0	0	0
master	M0547	8	0.5000	5	4	5	0	0	0	0	0	0
master	M0550	21	0.2381	11	5	8	1	0	0	8	0	2
master	M0563	32	0.0000	7	0	0	0	0	0	0	0	0
master	M0564	400	0.0000	347	0	330	2	0	1	7	0	5
master	M0565	14	0.2143	13	3	6	0	0	0	1	0	0
master	M0574	134	0.1119	66	15	62	3	0	3	34	0	33
master	M0580	10	0.6000	8	6	8	0	0	0	2	0	2
master	M0589	69	0.0580	18	2	17	0	0	0	8	2	6
master	M0590	20	0.1500	3	3	3	0	0	0	0	0	0
master	M0597	28	0.5000	25	14	20	0	0	0	3	0	3
master	M0600	79	0.4557	79	36	79	0	0	0	0	0	0
master	M0609	86	0.1047	56	9	55	0	0	0	0	0	0
master	M0612	92	0.6848	81	61	79	1	0	0	1	0	0
master	M0616	6	0.8333	6	5	6	0	0	0	0	0	0
master	M0623	17	0.9412	16	15	16	0	0	0	0	0	0
master	M0625	9	0.2222	6	2	3	0	0	0	0	0	0
master	M0634	10	0.6000	9	6	9	0	0	0	1	0	1
master	M0636	17	0.4118	7	7	7	0	0	0	3	0	3
master	M0642	31	0.0000	8	0	8	0	0	0	0	0	0
master	M0651	65	0.1077	12	7	9	6	0	2	34	0	9
master	M0653	26	0.1538	2	2	2	0	0	0	3	0	1
master	M0655	7	0.4286	4	2	2	0	0	0	0	0	0
master	M0658	13	0.2308	12	3	12	0	0	0	1	0	1
master	M0663	97	0.0928	16	9	15	0	0	0	78	0	31
master	M0669	11	0.0000	11	0	8	0	0	0	0	0	0
master	M0674	38	0.1053	4	4	4	2	0	0	10	0	5
master	M0682	329	0.0122	225	4	216	0	0	0	28	0	22
master	M0683	30	0.8667	13	13	13	1	1	1	0	0	0
master	M0693	412	0.0146	352	5	341	2	0	1	7	0	5
master	M0697	156	0.0385	74	6	74	76	0	62	0	0	0
master	M0709	351	0.0085	3	3	3	0	0	0	192	0	187
master	M0727	24	0.3333	5	5	5	2	2	2	13	1	12
master	M0732	20	0.2500	2	1	2	1	1	1	11	3	3
master	M0734	10	0.2000	4	2	3	0	0	0	2	0	0
master	M0736	4	0.7500	4	3	4	0	0	0	0	0	0
master	M0738	16	0.2500	15	4	15	1	0	1	0	0	0
master	M0742	3	1.0000	3	3	3	0	0	0	0	0	0
master	M0748	20	0.9500	20	19	20	0	0	0	0	0	0
master	M0752	9	0.8889	8	7	8	0	0	0	1	1	1
master	M0754	13	0.3077	9	4	8	1	0	0	0	0	0
master	M0755	12	0.5833	1	1	1	0	0	0	0	0	0
master	M0759	80	0.1875	33	11	32	1	0	1	0	0	0
master	M0768	237	0.0633	16	12	16	4	3	4	0	0	0
master	M0771	285	0.0175	24	5	24	44	0	29	109	0	16
master	M0781	8	0.7500	6	6	6	0	0	0	1	0	1
master	M0789	62	0.3710	27	14	25	18	4	17	1	0	1
master	M0792	11	0.0909	2	1	2	0	0	0	2	0	1
master	M0795	80	0.2500	1	1	1	13	13	13	2	2	2
master	M0798	2197	0.0086	1455	18	944	67	0	7	89	0	56
master	M0806	5	0.2000	1	1	1	2	0	2	0	0	0
master	M0808	5	0.8000	4	4	4	0	0	0	0	0	0
master	M0810	38	0.3947	2	2	2	0	0	0	11	7	11
master	M0815	243	0.6214	205	150	196	0	0	0	19	0	12
master	M0816	242	0.0537	16	9	14	2	0	0	193	4	11
master	M0819	26	0.6154	18	15	18	3	0	3	4	0	4
master	M0822	3	0.6667	2	1	2	0	0	0	1	1	1
master	M0826	22	0.1364	18	3	18	0	0	0	3	0	1
master	M0829	7	0.7143	6	5	6	0	0	0	1	0	1
master	M0835	62	0.2258	4	1	4	1	0	0	4	0	2
master	M0843	17	0.5294	12	9	11	3	0	1	0	0	0
master	M0850	40	0.3000	22	9	15	1	0	0	0	0	0
master	M0851	24	0.0833	1	1	1	0	0	0	0	0	0
master	M0854	136	0.0441	53	6	47	54	0	26	0	0	0
master	M0855	55	0.1818	15	8	12	0	0	0	7	0	2
master	M0857	13	0.2308	13	3	10	0	0	0	0	0	0
master	M0858	353	0.7790	327	266	319	3	0	3	19	7	19
master	M0860	14	0.2143	4	3	4	0	0	0	0	0	0
master	M0862	21	0.4762	16	10	14	0	0	0	1	0	1
master	M0869	6	0.8333	4	3	4	0	0	0	2	2	2
master	M0874	4	0.7500	2	2	2	0	0	0	0	0	0
master	M0879	38	0.1579	3	3	3	4	2	3	1	1	1
master	M0881	157	0.9745	152	149	152	3	3	3	1	1	1
master	M0884	24	0.7917	20	19	20	0	0	0	0	0	0
master	M0885	17	0.2353	3	3	3	0	0	0	0	0	0
master	M0895	131	0.0382	2	2	2	0	0	0	1	0	0
master	M0900	448	0.7500	367	334	360	12	0	8	14	0	13
master	M0905	231	0.0000	107	0	89	17	0	3	62	0	50
master	M0906	266	0.1391	226	37	223	15	0	15	23	0	20
master	M0908	79	0.0759	10	5	8	0	0	0	1	0	0
master	M0910	8	1.0000	8	8	8	0	0	0	0	0	0
master	M0916	1	0.0000	0	0	0	0	0	0	0	0	0
master	M0918	140	0.4571	0	0	0	0	0	0	0	0	0
master	M0919	19	0.5789	12	8	12	1	0	0	0	0	0
master	M0920	39	0.2821	1	1	1	0	0	0	0	0	0
master	M0925	24	0.0833	3	2	3	0	0	0	8	0	3
master	M0931	74	0.6622	67	48	62	3	1	3	1	0	0
master	M0937	32	0.0625	27	2	24	1	0	0	1	0	1
master	M0939	27	0.2593	7	7	7	0	0	0	0	0	0
master	M0940	122	0.0902	8	6	8	7	0	7	64	5	64
master	M0947	68	0.0588	26	4	26	4	0	4	1	0	0
master	M0952	89	0.0449	5	4	5	0	0	0	0	0	0
master	M0957	223	0.1121	88	25	88	0	0	0	2	0	2
master	M0958	243	0.2222	89	53	89	0	0	0	2	1	2
master	M0959	178	0.0618	3	3	3	0	0	0	77	8	76
