config	query	answers	sens_at_1fp	n_exact	fp1_exact	found_exact	n_sub1_cons	fp1_sub1_cons	found_sub1_cons	n_sub1_other	fp1_sub1_other	found_sub1_other
aa_blosum62	M0003	95	0.9158	20	20	20	71	67	68	1	0	0
aa_blosum62	M0010	15	0.9333	13	13	13	1	1	1	0	0	0
aa_blosum62	M0019	22	1.0000	22	22	22	0	0	0	0	0	0
aa_blosum62	M0020	120	0.8750	10	9	10	87	82	85	8	7	8
aa_blosum62	M0028	22	0.9091	20	20	20	0	0	0	0	0	0
aa_blosum62	M0031	321	0.8162	261	233	242	12	12	12	7	4	7
aa_blosum62	M0033	15	0.1333	8	2	8	1	0	1	3	0	3
aa_blosum62	M0040	61	0.2131	52	13	13	0	0	0	1	0	0
aa_blosum62	M0043	22	0.9091	14	14	14	0	0	0	6	6	6
aa_blosum62	M0044	75	0.8667	15	13	13	7	7	7	17	16	17
aa_blosum62	M0048	104	0.7308	76	58	64	15	14	15	3	0	3
aa_blosum62	M0054	46	0.6087	36	25	35	4	3	4	5	0	4
aa_blosum62	M0058	42	0.2619	9	3	4	0	0	0	11	0	6
aa_blosum62	M0065	56	0.6964	33	26	26	1	1	1	20	12	13
aa_blosum62	M0066	60	0.1167	18	5	15	26	2	17	3	0	2
aa_blosum62	M0067	42	0.4286	3	3	3	7	3	7	0	0	0
aa_blosum62	M0070	172	0.0465	8	8	8	0	0	0	5	0	1
aa_blosum62	M0075	3	0.6667	3	2	3	0	0	0	0	0	0
aa_blosum62	M0076	102	0.3725	98	35	81	0	0	0	0	0	0
aa_blosum62	M0077	108	0.6574	57	50	52	2	1	2	17	8	11
aa_blosum62	M0081	10	0.6000	5	3	5	0	0	0	1	1	1
aa_blosum62	M0085	12	0.8333	10	8	9	1	1	1	1	1	1
aa_blosum62	M0087	72	0.8889	42	42	42	1	1	1	2	2	2
aa_blosum62	M0090	61	0.9180	47	45	45	0	0	0	6	6	6
aa_blosum62	M0092	43	0.8605	37	34	37	0	0	0	5	3	4
aa_blosum62	M0093	24	0.9583	5	4	5	6	6	6	0	0	0
aa_blosum62	M0096	24	0.0833	2	2	2	0	0	0	20	0	4
aa_blosum62	M0100	381	0.5538	182	156	164	34	21	23	98	27	41
aa_blosum62	M0104	12	0.4167	5	5	5	0	0	0	0	0	0
aa_blosum62	M0107	78	0.0897	6	6	6	0	0	0	0	0	0
aa_blosum62	M0108	178	0.0056	1	1	1	0	0	0	3	0	3
aa_blosum62	M0109	212	0.5425	98	98	98	0	0	0	6	6	6
aa_blosum62	M0111	11	0.0909	5	1	5	6	0	1	0	0	0
aa_blosum62	M0117	121	0.3719	39	35	39	8	4	8	2	0	2
aa_blosum62	M0118	108	0.9722	86	86	86	0	0	0	19	17	19
aa_blosum62	M0121	55	0.1818	1	1	1	0	0	0	0	0	0
aa_blosum62	M0122	29	0.7586	3	3	3	0	0	0	7	6	6
aa_blosum62	M0123	29	0.2414	0	0	0	0	0	0	2	2	2
aa_blosum62	M0125	40	0.9250	13	13	13	2	2	2	2	1	1
aa_blosum62	M0131	48	0.7708	34	34	34	3	3	3	0	0	0
aa_blosum62	M0134	56	1.0000	55	55	55	0	0	0	1	1	1
aa_blosum62	M0136	11	0.8182	8	8	8	0	0	0	1	0	1
aa_blosum62	M0139	78	0.5000	43	39	41	1	0	0	1	0	1
aa_blosum62	M0141	27	0.2963	0	0	0	0	0	0	0	0	0
aa_blosum62	M0142	15	0.3333	6	5	5	0	0	0	2	0	2
aa_blosum62	M0154	63	0.7778	57	44	55	5	5	5	1	0	0
aa_blosum62	M0159	161	0.4720	6	5	5	0	0	0	11	11	11
aa_blosum62	M0163	55	0.4545	32	18	31	6	5	6	8	1	8
aa_blosum62	M0172	20	0.5000	8	8	8	1	1	1	0	0	0
aa_blosum62	M0175	830	0.2446	737	202	736	0	0	0	0	0	0
aa_blosum62	M0178	303	0.5215	148	108	120	28	13	19	75	28	31
aa_blosum62	M0181	9	0.8889	5	4	5	1	1	1	2	2	2
aa_blosum62	M0188	120	0.1500	54	13	23	53	5	23	1	0	0
aa_blosum62	M0194	70	0.4857	25	17	25	0	0	0	10	2	10
aa_blosum62	M0201	45	0.2222	22	8	12	2	2	2	3	0	0
aa_blosum62	M0202	1	1.0000	1	1	1	0	0	0	0	0	0
aa_blosum62	M0205	263	0.6236	170	162	168	0	0	0	0	0	0
aa_blosum62	M0206	80	0.6375	28	28	28	9	9	9	6	4	6
aa_blosum62	M0210	224	0.0268	2	2	2	0	0	0	4	2	4
aa_blosum62	M0212	97	0.6082	0	0	0	0	0	0	0	0	0
aa_blosum62	M0216	1167	0.9820	1033	1032	1033	9	9	9	71	69	71
aa_blosum62	M0227	40	0.3750	6	6	6	7	7	7	1	0	1
aa_blosum62	M0228	122	0.1393	13	11	11	0	0	0	12	5	7
aa_blosum62	M0231	16	1.0000	11	11	11	0	0	0	3	3	3
aa_blosum62	M0234	19	0.3684	8	6	8	0	0	0	1	0	1
aa_blosum62	M0235	18	0.1111	17	2	11	0	0	0	1	0	1
aa_blosum62	M0237	616	0.1445	92	89	90	0	0	0	1	0	0
aa_blosum62	M0243	14	1.0000	0	0	0	0	0	0	0	0	0
aa_blosum62	M0250	15	1.0000	15	15	15	0	0	0	0	0	0
aa_blosum62	M0253	240	0.4542	40	20	40	4	3	4	112	31	110
aa_blosum62	M0254	19	0.8421	14	14	14	0	0	0	2	2	2
aa_blosum62	M0257	256	0.8672	91	91	91	117	117	117	2	1	1
aa_blosum62	M0260	22	1.0000	17	17	17	3	3	3	2	2	2
aa_blosum62	M0261	23	0.6957	18	16	16	0	0	0	0	0	0
aa_blosum62	M0262	20	1.0000	9	9	9	11	11	11	0	0	0
aa_blosum62	M0263	51	0.1373	7	6	6	1	1	1	11	0	8
aa_blosum62	M0266	47	0.9787	0	0	0	13	13	13	0	0	0
aa_blosum62	M0272	45	0.6889	15	13	14	2	1	2	3	2	2
aa_blosum62	M0278	105	0.5619	74	58	72	0	0	0	1	0	1
aa_blosum62	M0281	3	0.6667	2	2	2	0	0	0	0	0	0
aa_blosum62	M0293	62	0.6613	51	32	41	1	1	1	7	7	7
aa_blosum62	M0294	116	0.8966	79	75	75	1	1	1	4	2	4
aa_blosum62	M0297	18	0.0556	14	1	3	0	0	0	4	0	0
aa_blosum62	M0298	366	0.0082	1	0	0	0	0	0	0	0	0
aa_blosum62	M0301	52	0.2308	1	1	1	0	0	0	0	0	0
aa_blosum62	M0308	174	1.0000	145	145	145	5	5	5	22	22	22
aa_blosum62	M0311	84	1.0000	68	68	68	8	8	8	3	3	3
aa_blosum62	M0313	19	0.6316	14	12	14	0	0	0	3	0	3
aa_blosum62	M0314	48	0.0417	0	0	0	0	0	0	0	0	0
aa_blosum62	M0321	25	0.2800	4	3	4	8	2	7	5	0	5
aa_blosum62	M0334	23	1.0000	21	21	21	0	0	0	1	1	1
aa_blosum62	M0338	28	0.0357	22	1	4	0	0	0	0	0	0
aa_blosum62	M0346	143	0.0979	0	0	0	0	0	0	0	0	0
aa_blosum62	M0348	180	0.3722	23	22	23	51	43	51	1	1	1
aa_blosum62	M0351	26	0.8846	16	15	15	7	7	7	2	0	2
aa_blosum62	M0353	14	0.5714	11	8	9	1	0	1	0	0	0
aa_blosum62	M0357	6	0.8333	5	5	5	0	0	0	0	0	0
aa_blosum62	M0358	1	1.0000	1	1	1	0	0	0	0	0	0
aa_blosum62	M0363	66	0.0152	15	1	5	50	0	2	0	0	0
aa_blosum62	M0369	87	0.1839	2	1	1	1	0	0	35	14	22
aa_blosum62	M0371	123	0.0894	114	11	98	2	0	1	5	0	0
aa_blosum62	M0376	42	0.8333	38	34	38	2	1	2	2	0	2
aa_blosum62	M0377	215	0.2837	15	15	15	6	5	5	14	13	14
aa_blosum62	M0379	121	0.2562	32	24	32	0	0	0	10	7	10
aa_blosum62	M0380	27	0.6296	18	16	17	2	1	2	1	0	0
aa_blosum62	M0381	76	0.5921	44	44	44	0	0	0	5	0	5
aa_blosum62	M0383	131	0.3893	0	0	0	0	0	0	0	0	0
aa_blosum62	M0384	107	0.0280	5	3	5	0	0	0	3	0	0
aa_blosum62	M0386	5	1.0000	4	4	4	1	1	1	0	0	0
aa_blosum62	M0387	2182	0.0202	0	0	0	0	0	0	0	0	0
aa_blosum62	M0391	15	0.5333	15	8	11	0	0	0	0	0	0
aa_blosum62	M0398	37	0.0270	24	1	24	0	0	0	13	0	13
aa_blosum62	M0401	396	0.0152	6	4	6	6	2	5	0	0	0
aa_blosum62	M0403	17	0.8235	16	14	16	0	0	0	1	0	1
aa_blosum62	M0410	34	0.1471	2	2	2	0	0	0	0	0	0
aa_blosum62	M0412	61	0.0820	5	4	5	0	0	0	0	0	0
aa_blosum62	M0414	83	0.7229	69	58	68	1	1	1	10	1	10
aa_blosum62	M0416	5	1.0000	5	5	5	0	0	0	0	0	0
aa_blosum62	M0420	18	0.3333	11	6	9	1	0	1	6	0	3
aa_blosum62	M0423	99	0.0505	75	5	12	7	0	1	6	0	0
aa_blosum62	M0425	2202	0.0223	1484	32	292	79	2	14	60	0	22
aa_blosum62	M0426	20	1.0000	5	5	5	3	3	3	9	9	9
aa_blosum62	M0428	11	0.8182	10	9	10	0	0	0	1	0	1
aa_blosum62	M0429	48	0.5000	40	22	40	2	1	2	1	0	1
aa_blosum62	M0431	4	1.0000	4	4	4	0	0	0	0	0	0
aa_blosum62	M0433	214	0.0514	144	8	54	31	1	7	18	0	0
aa_blosum62	M0434	13	0.0769	12	1	12	0	0	0	1	0	1
aa_blosum62	M0435	88	0.1364	0	0	0	0	0	0	0	0	0
aa_blosum62	M0440	50	0.7600	30	24	27	5	5	5	8	8	8
aa_blosum62	M0444	84	0.9405	65	65	65	15	14	15	4	0	4
aa_blosum62	M0447	6	0.1667	1	1	1	0	0	0	0	0	0
aa_blosum62	M0448	8	0.1250	4	1	2	0	0	0	4	0	0
aa_blosum62	M0453	66	0.1818	5	5	5	3	3	3	0	0	0
aa_blosum62	M0454	15	0.8000	13	12	13	0	0	0	1	0	1
aa_blosum62	M0456	18	0.1111	10	2	8	0	0	0	6	0	0
aa_blosum62	M0458	26	0.7692	22	20	20	0	0	0	0	0	0
aa_blosum62	M0462	50	0.8800	43	39	42	1	1	1	3	2	3
aa_blosum62	M0466	194	0.0670	2	2	2	0	0	0	0	0	0
aa_blosum62	M0472	97	0.9794	88	88	88	4	4	4	0	0	0
aa_blosum62	M0477	72	0.7222	63	50	63	1	1	1	5	0	4
aa_blosum62	M0484	102	1.0000	0	0	0	0	0	0	101	101	101
aa_blosum62	M0488	7	1.0000	7	7	7	0	0	0	0	0	0
aa_blosum62	M0497	16	0.9375	8	8	8	3	3	3	4	4	4
aa_blosum62	M0502	129	0.0465	5	5	5	1	1	1	0	0	0
aa_blosum62	M0505	28	0.1071	1	1	1	0	0	0	0	0	0
aa_blosum62	M0506	117	0.5470	49	47	49	12	10	12	19	3	18
aa_blosum62	M0508	8	0.8750	4	4	4	0	0	0	0	0	0
aa_blosum62	M0510	63	0.0317	45	2	45	8	0	8	1	0	1
aa_blosum62	M0515	21	0.5714	9	9	9	1	0	1	8	2	5
aa_blosum62	M0519	20	0.9000	12	12	12	4	4	4	0	0	0
aa_blosum62	M0520	446	0.2466	6	4	4	9	2	8	359	99	348
aa_blosum62	M0544	14	0.6429	9	8	8	0	0	0	3	0	2
aa_blosum62	M0545	20	0.7000	14	14	14	0	0	0	0	0	0
aa_blosum62	M0547	8	0.5000	5	4	5	0	0	0	0	0	0
aa_blosum62	M0550	21	0.3810	11	8	8	1	0	0	8	0	1
aa_blosum62	M0563	32	0.0000	7	0	0	0	0	0	0	0	0
aa_blosum62	M0564	400	0.0225	347	8	326	2	0	2	7	0	5
aa_blosum62	M0565	14	0.2857	13	4	6	0	0	0	1	0	0
aa_blosum62	M0574	134	0.1642	66	22	62	3	0	3	34	0	33
aa_blosum62	M0580	10	0.7000	8	7	7	0	0	0	2	0	1
aa_blosum62	M0589	69	0.0435	18	2	9	0	0	0	8	1	5
aa_blosum62	M0590	20	0.1500	3	3	3	0	0	0	0	0	0
aa_blosum62	M0597	28	0.4286	25	12	20	0	0	0	3	0	3
aa_blosum62	M0600	79	0.4304	79	34	79	0	0	0	0	0	0
aa_blosum62	M0609	86	0.1512	56	13	56	0	0	0	0	0	0
aa_blosum62	M0612	92	0.5326	81	49	76	1	0	0	1	0	0
aa_blosum62	M0616	6	0.8333	6	5	6	0	0	0	0	0	0
aa_blosum62	M0623	17	1.0000	16	16	16	0	0	0	0	0	0
aa_blosum62	M0625	9	0.2222	6	2	3	0	0	0	0	0	0
aa_blosum62	M0634	10	1.0000	9	9	9	0	0	0	1	1	1
aa_blosum62	M0636	17	0.4118	7	7	7	0	0	0	3	0	3
aa_blosum62	M0642	31	0.0968	8	3	3	0	0	0	0	0	0
aa_blosum62	M0651	65	0.1231	12	7	8	6	1	2	34	0	1
aa_blosum62	M0653	26	0.1923	2	2	2	0	0	0	3	0	1
aa_blosum62	M0655	7	0.7143	4	2	2	0	0	0	0	0	0
aa_blosum62	M0658	13	0.2308	12	3	12	0	0	0	1	0	1
aa_blosum62	M0663	97	0.1237	16	12	14	0	0	0	78	0	35
aa_blosum62	M0669	11	0.0909	11	1	6	0	0	0	0	0	0
aa_blosum62	M0674	38	0.1053	4	4	4	2	0	0	10	0	5
aa_blosum62	M0682	329	0.0061	225	2	216	0	0	0	28	0	22
aa_blosum62	M0683	30	0.9333	13	13	13	1	1	1	0	0	0
aa_blosum62	M0693	412	0.0170	352	5	339	2	0	2	7	0	5
aa_blosum62	M0697	156	0.0385	74	6	74	76	0	73	0	0	0
aa_blosum62	M0709	351	0.0085	3	3	3	0	0	0	192	0	129
aa_blosum62	M0727	24	0.5000	5	5	5	2	2	2	13	4	12
aa_blosum62	M0732	20	0.2500	2	1	1	1	1	1	11	3	3
aa_blosum62	M0734	10	0.3000	4	3	3	0	0	0	2	0	0
aa_blosum62	M0736	4	1.0000	4	4	4	0	0	0	0	0	0
aa_blosum62	M0738	16	0.4375	15	6	15	1	1	1	0	0	0
aa_blosum62	M0742	3	1.0000	3	3	3	0	0	0	0	0	0
aa_blosum62	M0748	20	0.8500	20	17	20	0	0	0	0	0	0
aa_blosum62	M0752	9	1.0000	8	8	8	0	0	0	1	1	1
aa_blosum62	M0754	13	0.3077	9	4	5	1	0	0	0	0	0
aa_blosum62	M0755	12	0.6667	1	1	1	0	0	0	0	0	0
aa_blosum62	M0759	80	0.2875	33	15	27	1	0	0	0	0	0
aa_blosum62	M0768	237	0.0759	16	14	15	4	4	4	0	0	0
aa_blosum62	M0771	285	0.0175	24	5	24	44	0	40	109	0	16
aa_blosum62	M0781	8	0.8750	6	6	6	0	0	0	1	1	1
aa_blosum62	M0789	62	0.4194	27	12	25	18	9	17	1	0	1
aa_blosum62	M0792	11	0.0909	2	1	2	0	0	0	2	0	0
aa_blosum62	M0795	80	0.1875	1	1	1	13	12	13	2	2	2
aa_blosum62	M0798	2197	0.0023	1455	5	933	67	0	25	89	0	53
aa_blosum62	M0806	5	0.2000	1	1	1	2	0	2	0	0	0
aa_blosum62	M0808	5	0.8000	4	4	4	0	0	0	0	0	0
aa_blosum62	M0810	38	0.1842	2	2	2	0	0	0	11	3	11
aa_blosum62	M0815	243	0.6831	205	164	197	0	0	0	19	0	6
aa_blosum62	M0816	242	0.0744	16	12	15	2	1	2	193	5	137
aa_blosum62	M0819	26	0.8077	18	17	18	3	2	3	4	1	4
aa_blosum62	M0822	3	0.6667	2	2	2	0	0	0	1	0	1
aa_blosum62	M0826	22	0.2727	18	6	17	0	0	0	3	0	0
aa_blosum62	M0829	7	0.8571	6	6	6	0	0	0	1	0	1
aa_blosum62	M0835	62	0.4032	4	4	4	1	0	0	4	0	2
aa_blosum62	M0843	17	0.6471	12	10	11	3	1	1	0	0	0
aa_blosum62	M0850	40	0.3500	22	10	12	1	0	0	0	0	0
aa_blosum62	M0851	24	0.0833	1	1	1	0	0	0	0	0	0
aa_blosum62	M0854	136	0.0735	53	9	47	54	0	44	0	0	0
aa_blosum62	M0855	55	0.1636	15	8	9	0	0	0	7	0	2
aa_blosum62	M0857	13	0.7692	13	10	10	0	0	0	0	0	0
aa_blosum62	M0858	353	0.8640	327	294	318	3	2	3	19	7	18
aa_blosum62	M0860	14	0.2143	4	3	4	0	0	0	0	0	0
aa_blosum62	M0862	21	0.3810	16	8	14	0	0	0	1	0	1
aa_blosum62	M0869	6	1.0000	4	4	4	0	0	0	2	2	2
aa_blosum62	M0874	4	0.7500	2	2	2	0	0	0	0	0	0
aa_blosum62	M0879	38	0.1316	3	3	3	4	1	3	1	1	1
aa_blosum62	M0881	157	0.9363	152	143	152	3	3	3	1	1	1
aa_blosum62	M0884	24	0.7917	20	19	20	0	0	0	0	0	0
aa_blosum62	M0885	17	0.2353	3	3	3	0	0	0	0	0	0
aa_blosum62	M0895	131	0.0458	2	2	2	0	0	0	1	0	0
aa_blosum62	M0900	448	0.2210	367	97	355	12	1	12	14	0	11
aa_blosum62	M0905	231	0.0216	107	5	71	17	0	13	62	0	43
aa_blosum62	M0906	266	0.2293	226	61	224	15	0	15	23	0	16
aa_blosum62	M0908	79	0.1013	10	5	10	0	0	0	1	0	1
aa_blosum62	M0910	8	0.8750	8	7	8	0	0	0	0	0	0
aa_blosum62	M0916	1	1.0000	0	0	0	0	0	0	0	0	0
aa_blosum62	M0918	140	0.4571	0	0	0	0	0	0	0	0	0
aa_blosum62	M0919	19	0.5789	12	8	11	1	0	0	0	0	0
aa_blosum62	M0920	39	0.3077	1	1	1	0	0	0	0	0	0
aa_blosum62	M0925	24	0.0417	3	1	3	0	0	0	8	0	3
aa_blosum62	M0931	74	0.8378	67	59	63	3	3	3	1	0	0
aa_blosum62	M0937	32	0.4375	27	14	21	1	0	0	1	0	0
aa_blosum62	M0939	27	0.2963	7	7	7	0	0	0	0	0	0
aa_blosum62	M0940	122	0.0738	8	6	8	7	0	6	64	3	63
aa_blosum62	M0947	68	0.0588	26	4	26	4	0	4	1	0	0
aa_blosum62	M0952	89	0.0562	5	5	5	0	0	0	0	0	0
aa_blosum62	M0957	223	0.1256	88	28	88	0	0	0	2	0	2
aa_blosum62	M0958	243	0.2428	89	58	89	0	0	0	2	1	2
aa_blosum62	M0959	178	0.1236	3	3	3	0	0	0	77	19	74
aa_blosum62	M0961	155	0.0387	39	6	39	14	0	14	21	0	16
aa_blosum62	M0962	147	0.0884	55	11	51	20	1	20	46	0	32
aa_blosum62	M0964	69	0.1304	4	4	4	0	0	0	0	0	0
aa_group	M0003	95	0.2000	20	19	19	71	0	35	1	0	0
aa_group	M0010	15	0.8667	13	13	13	1	0	1	0	0	0
aa_group	M0019	22	1.0000	22	22	22	0	0	0	0	0	0
aa_group	M0020	120	0.8500	10	10	10	87	80	83	8	7	8
aa_group	M0028	22	0.9091	20	20	20	0	0	0	0	0	0
aa_group	M0031	321	0.7819	261	222	234	12	12	12	7	4	6
aa_group	M0033	15	0.6000	8	8	8	1	0	1	3	1	2
aa_group	M0040	61	0.1967	52	12	13	0	0	0	1	0	0
aa_group	M0043	22	0.9091	14	14	14	0	0	0	6	6	6
aa_group	M0044	75	0.8933	15	13	13	7	7	7	17	17	17
aa_group	M0048	104	0.7308	76	59	68	15	13	15	3	0	3
aa_group	M0054	46	0.8043	36	34	35	4	1	4	5	1	4
aa_group	M0058	42	0.2619	9	3	5	0	0	0	11	0	8
aa_group	M0065	56	0.6607	33	24	27	1	1	1	20	12	13
aa_group	M0066	60	0.1333	18	5	16	26	2	20	3	1	3
aa_group	M0067	42	0.4048	3	3	3	7	7	7	0	0	0
aa_group	M0070	172	0.0465	8	8	8	0	0	0	5	0	1
aa_group	M0075	3	0.6667	3	2	3	0	0	0	0	0	0
aa_group	M0076	102	0.3725	98	35	86	0	0	0	0	0	0
aa_group	M0077	108	0.5648	57	51	51	2	1	1	17	7	10
aa_group	M0081	10	0.8000	5	5	5	0	0	0	1	1	1
aa_group	M0085	12	0.8333	10	8	9	1	1	1	1	1	1
aa_group	M0087	72	0.8889	42	42	42	1	1	1	2	2	2
aa_group	M0090	61	0.9344	47	47	47	0	0	0	6	6	6
aa_group	M0092	43	0.8372	37	33	36	0	0	0	5	3	5
aa_group	M0093	24	0.3333	5	3	5	6	0	6	0	0	0
aa_group	M0096	24	0.0833	2	2	2	0	0	0	20	0	6
aa_group	M0100	381	0.4803	182	142	149	34	12	14	98	20	37
aa_group	M0104	12	0.4167	5	5	5	0	0	0	0	0	0
aa_group	M0107	78	0.0769	6	6	6	0	0	0	0	0	0
aa_group	M0108	178	0.0056	1	1	1	0	0	0	3	0	3
aa_group	M0109	212	0.5377	98	98	98	0	0	0	6	6	6
aa_group	M0111	11	0.0909	5	1	5	6	0	1	0	0	0
aa_group	M0117	121	0.3719	39	35	37	8	4	8	2	1	2
aa_group	M0118	108	0.8241	86	86	86	0	0	0	19	1	19
aa_group	M0121	55	0.1818	1	1	1	0	0	0	0	0	0
aa_group	M0122	29	0.6897	3	3	3	0	0	0	7	5	6
aa_group	M0123	29	0.2414	0	0	0	0	0	0	2	2	2
aa_group	M0125	40	0.9250	13	13	13	2	2	2	2	1	1
aa_group	M0131	48	0.7708	34	34	34	3	3	3	0	0	0
aa_group	M0134	56	1.0000	55	55	55	0	0	0	1	1	1
aa_group	M0136	11	0.8182	8	8	8	0	0	0	1	0	1
aa_group	M0139	78	0.5000	43	39	41	1	0	0	1	0	1
aa_group	M0141	27	0.3333	0	0	0	0	0	0	0	0	0
aa_group	M0142	15	0.3333	6	5	5	0	0	0	2	0	2
aa_group	M0154	63	0.7778	57	44	55	5	5	5	1	0	0
aa_group	M0159	161	0.6087	6	5	6	0	0	0	11	11	11
aa_group	M0163	55	0.8182	32	31	31	6	3	6	8	7	8
aa_group	M0172	20	0.4500	8	8	8	1	0	1	0	0	0
aa_group	M0175	830	0.2446	737	202	736	0	0	0	0	0	0
aa_group	M0178	303	0.5149	148	105	117	28	17	22	75	26	31
aa_group	M0181	9	0.7778	5	4	5	1	0	0	2	2	2
aa_group	M0188	120	0.1417	54	13	23	53	4	25	1	0	0
aa_group	M0194	70	0.5000	25	17	25	0	0	0	10	2	10
aa_group	M0201	45	0.2667	22	10	11	2	2	2	3	0	0
aa_group	M0202	1	1.0000	1	1	1	0	0	0	0	0	0
aa_group	M0205	263	0.9658	170	166	168	0	0	0	0	0	0
aa_group	M0206	80	0.5000	28	25	28	9	9	9	6	5	6
aa_group	M0210	224	0.0491	2	2	2	0	0	0	4	4	4
aa_group	M0212	97	0.5670	0	0	0	0	0	0	0	0	0
aa_group	M0216	1167	0.9880	1033	1031	1033	9	9	9	71	71	71
aa_group	M0227	40	0.4000	6	6	6	7	7	7	1	1	1
aa_group	M0228	122	0.1639	13	12	12	0	0	0	12	6	8
aa_group	M0231	16	1.0000	11	11	11	0	0	0	3	3	3
aa_group	M0234	19	0.3158	8	5	8	0	0	0	1	1	1
aa_group	M0235	18	0.1111	17	2	11	0	0	0	1	0	1
aa_group	M0237	616	0.1461	92	90	91	0	0	0	1	0	0
aa_group	M0243	14	1.0000	0	0	0	0	0	0	0	0	0
aa_group	M0250	15	1.0000	15	15	15	0	0	0	0	0	0
aa_group	M0253	240	0.3542	40	16	40	4	3	4	112	20	111
aa_group	M0254	19	0.8421	14	14	14	0	0	0	2	2	2
aa_group	M0257	256	0.8516	91	91	91	117	117	117	2	1	1
aa_group	M0260	22	0.9545	17	17	17	3	3	3	2	1	2
aa_group	M0261	23	0.6957	18	16	18	0	0	0	0	0	0
aa_group	M0262	20	1.0000	9	9	9	11	11	11	0	0	0
aa_group	M0263	51	0.1373	7	6	6	1	1	1	11	0	8
aa_group	M0266	47	0.9574	0	0	0	13	13	13	0	0	0
aa_group	M0272	45	0.6000	15	13	14	2	1	2	3	2	2
aa_group	M0278	105	0.5619	74	58	72	0	0	0	1	0	1
aa_group	M0281	3	0.6667	2	2	2	0	0	0	0	0	0
aa_group	M0293	62	0.7097	51	36	40	1	0	0	7	7	7
aa_group	M0294	116	0.8966	79	75	75	1	1	1	4	2	4
aa_group	M0297	18	0.0556	14	1	3	0	0	0	4	0	0
aa_group	M0298	366	0.0027	1	0	0	0	0	0	0	0	0
aa_group	M0301	52	0.2308	1	1	1	0	0	0	0	0	0
aa_group	M0308	174	1.0000	145	145	145	5	5	5	22	22	22
aa_group	M0311	84	1.0000	68	68	68	8	8	8	3	3	3
aa_group	M0313	19	0.7368	14	14	14	0	0	0	3	0	3
aa_group	M0314	48	0.0625	0	0	0	0	0	0	0	0	0
aa_group	M0321	25	0.2000	4	3	4	8	0	4	5	0	5
aa_group	M0334	23	0.9565	21	21	21	0	0	0	1	1	1
aa_group	M0338	28	0.0357	22	1	5	0	0	0	0	0	0
aa_group	M0346	143	0.0979	0	0	0	0	0	0	0	0	0
aa_group	M0348	180	0.4000	23	22	23	51	47	51	1	1	1
aa_group	M0351	26	0.6154	16	15	15	7	0	4	2	0	2
aa_group	M0353	14	0.5714	11	8	9	1	0	0	0	0	0
aa_group	M0357	6	0.8333	5	5	5	0	0	0	0	0	0
aa_group	M0358	1	1.0000	1	1	1	0	0	0	0	0	0
aa_group	M0363	66	0.0455	15	3	7	50	0	2	0	0	0
aa_group	M0369	87	0.2069	2	1	1	1	0	0	35	16	23
aa_group	M0371	123	0.0894	114	11	105	2	0	1	5	0	1
aa_group	M0376	42	0.8095	38	34	38	2	0	2	2	0	2
aa_group	M0377	215	0.2930	15	15	15	6	6	6	14	14	14
aa_group	M0379	121	0.2479	32	24	32	0	0	0	10	6	10
aa_group	M0380	27	0.6667	18	17	17	2	1	2	1	0	1
aa_group	M0381	76	0.5921	44	43	43	0	0	0	5	1	3
aa_group	M0383	131	0.5420	0	0	0	0	0	0	0	0	0
aa_group	M0384	107	0.0187	5	2	5	0	0	0	3	0	1
aa_group	M0386	5	0.8000	4	4	4	1	0	1	0	0	0
aa_group	M0387	2182	0.0206	0	0	0	0	0	0	0	0	0
aa_group	M0391	15	0.5333	15	8	11	0	0	0	0	0	0
aa_group	M0398	37	0.0270	24	1	24	0	0	0	13	0	13
aa_group	M0401	396	0.0177	6	4	6	6	2	5	0	0	0
aa_group	M0403	17	0.8235	16	14	16	0	0	0	1	0	1
aa_group	M0410	34	0.1471	2	2	2	0	0	0	0	0	0
aa_group	M0412	61	0.0820	5	4	5	0	0	0	0	0	0
aa_group	M0414	83	0.7108	69	58	68	1	0	1	10	1	10
aa_group	M0416	5	1.0000	5	5	5	0	0	0	0	0	0
aa_group	M0420	18	0.3333	11	6	8	1	0	1	6	0	3
aa_group	M0423	99	0.0505	75	5	16	7	0	1	6	0	0
aa_group	M0425	2202	0.0254	1484	35	291	79	1	9	60	0	8
aa_group	M0426	20	0.9500	5	5	5	3	3	3	9	9	9
aa_group	M0428	11	0.8182	10	9	10	0	0	0	1	0	1
aa_group	M0429	48	0.4792	40	22	40	2	0	2	1	0	1
aa_group	M0431	4	1.0000	4	4	4	0	0	0	0	0	0
aa_group	M0433	214	0.0374	144	8	69	31	0	3	18	0	0
aa_group	M0434	13	0.0769	12	1	12	0	0	0	1	0	1
aa_group	M0435	88	0.1364	0	0	0	0	0	0	0	0	0
aa_group	M0440	50	0.8000	30	26	27	5	5	5	8	8	8
aa_group	M0444	84	0.7738	65	65	65	15	0	15	4	0	3
aa_group	M0447	6	0.1667	1	1	1	0	0	0	0	0	0
aa_group	M0448	8	0.1250	4	1	2	0	0	0	4	0	0
aa_group	M0453	66	0.1364	5	5	5	3	3	3	0	0	0
aa_group	M0454	15	0.8000	13	12	13	0	0	0	1	0	1
aa_group	M0456	18	0.1111	10	2	7	0	0	0	6	0	0
aa_group	M0458	26	0.7692	22	20	20	0	0	0	0	0	0
